area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed,review_status,Name.Status,Referred.iNaturalist.Id,Referred.iNaturalist.Name,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
ogi,Brassicaceae,Draba nemorosa,Draba nemorosa,W.A. Newcombe 1930 two collections Galiano. Not recently located.,,"There were no RBCM specimens of Draba nemorosa from Galiano at RBCM. W.A. Newcombe collected Arabis eschscholtziana from Galiano on April 14, 1930. Perhaps this was a transcription error. FL; this likely reflects an error in the georeferencing of the specimen (V8914), which may have showed up for Galiano Island when we queried GBIF using a polygon; remove record","FL March 30, 2022; AS",in progress,accepted,76704,Draba nemorosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Arabideae,Draba,nemorosa,,
ogi,Brassicaceae,Draba verna,Draba verna,"Dry waste ground, roadsides, all islands",,,,remaining,accepted,55823,Draba verna,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Arabideae,Draba,verna,,
ogi,Brassicaceae,Erysimum cheiranthoides,Erysimum cheiranthoides,"Occasional escape gardens, ditchs and fields, Saturna, Galiano, N Pender.",,,,remaining,accepted,77068,Erysimum cheiranthoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Erysimeae,Erysimum,cheiranthoides,,
ogi,Brassicaceae,Erysimum cheiri,Erysimum cheiri,"Galiano location? FL Seaside sandstone rocks 60m north of boat dock, just above high tide spray zone, Port Washington N Pender 2006.",,,,remaining,unaccepted,55892,Erysimum × cheiri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Erysimeae,Erysimum,,,
ogi,Brassicaceae,Hesperis matronalis,Hesperis matronalis,"HJ Georgeson Bay, Galiano 1996, HJ N Pender 1993",,,,remaining,accepted,47697,Hesperis matronalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Hesperideae,Hesperis,matronalis,,
ogi,Brassicaceae,Hornungia procumbens,Hornungia procumbens,"A&OC,RTO location witheld Gulf Islands 1982.",,,,remaining,accepted,77452,Hornungia procumbens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Descurainieae,Hornungia,procumbens,,
ogi,Brassicaceae,Idahoa scapigera,Idahoa scapigera,"HJ Grassy bluffs Saturna, Galiano",,,AS,complete,accepted,77486,Idahoa scapigera,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Subularieae,Idahoa,scapigera,,
ogi,Brassicaceae,Lepidium campestre,Lepidium campestre,"Roadsides and waste areas. Saturna, Galiano.",,,,remaining,accepted,77663,Lepidium campestre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,campestre,,
ogi,Brassicaceae,Lepidium densiflorum,Lepidium densiflorum,"Grassy bluff above Saturna Beach, Saturna HJ 1973, JP Heck Hill, Mayne 1996, JP Oaks Bluff, N Pender 1996.",s. lat.,,,remaining,accepted,77666,Lepidium densiflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,densiflorum,,
ogi,Brassicaceae,Lepidium didymum,Lepidium didymum,"HJ Disturbed ground, East Point Road, Saturna 2009.",,,,remaining,accepted,60987,Lepidium didymum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,didymum,,
ogi,Brassicaceae,Lepidium heterophyllum,Lepidium heterophyllum,"Huggins Porlier Pass Rd, Galiano iNaturalist observation 2020.",,,,remaining,accepted,77669,Lepidium heterophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,heterophyllum,,
ogi,Brassicaceae,Lepidium ramosissimum,Lepidium ramosissimum,WAN Galiano location? WAN Java Islets 1934.,,,,remaining,accepted,77674,Lepidium ramosissimum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,ramosissimum,,
ogi,Brassicaceae,Lepidium strictum,Lepidium strictum,JKH lists for Gulf Islands. No vouchers found.,,,,remaining,accepted,58865,Lepidium strictum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,strictum,,
ogi,Brassicaceae,Lepidium virginicum,Lepidium virginicum,"Grassy bluffs, dry sandy ground, all islands. Var. menziesii (DC.) Thell.",,,,remaining,accepted,77676,Lepidium virginicum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,virginicum,,
ogi,Brassicaceae,Lunaria annua,Lunaria annua,"Heffley Penfold Rd, Galiano 2019. Marginally escaping Saturna.",,,,remaining,accepted,55886,Lunaria annua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Biscutelleae,Lunaria,annua,,
ogi,Brassicaceae,Nasturtium microphyllum,Nasturtium microphyllum,"HJ Montague Harbour, Galiano 1979.",,,,remaining,accepted,204362,Nasturtium microphyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Cardamineae,Nasturtium,microphyllum,,
ogi,Brassicaceae,Nasturtium officinale,Nasturtium officinale,"Ditches and ponds, all islands.",,,,remaining,accepted,78174,Nasturtium officinale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Cardamineae,Nasturtium,officinale,,
ogi,Brassicaceae,Neslia paniculata,Neslia paniculata,"Gardens, waste ground Saturna, Mayne.",,,,remaining,accepted,129855,Neslia paniculata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Camelineae,Neslia,paniculata,,
ogi,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,"Meadows and waste ground, Saturna, N Pender, Galiano.",,,,remaining,accepted,55411,Raphanus raphanistrum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Brassiceae,Raphanus,raphanistrum,,
ogi,Brassicaceae,Raphanus sativus,Raphanus sativus,"Disturbed ground, gardens, Saturna, Mayne, Galiano.",,,,remaining,unaccepted,995125,Raphanus raphanistrum sativus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Brassiceae,Raphanus,raphanistrum,Raphanus raphanistrum sativus,
ogi,Brassicaceae,Rorippa curvisiliqua,Rorippa curvisiliqua,"Roadsides and fields, Saturna, N Pender.",,,,remaining,accepted,58866,Rorippa curvisiliqua,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Cardamineae,Rorippa,curvisiliqua,,
ogi,Brassicaceae,Rorippa palustris,Rorippa palustris,"Farm ditches and wet fields, Galiano HJ 1982.",,,,remaining,accepted,64162,Rorippa palustris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Cardamineae,Rorippa,palustris,,
ogi,Brassicaceae,Sinapis arvensis,Sinapis arvensis,"HJ Browning Harbour, N Pender roadside 1980. Galiano location?",,,,remaining,unaccepted,1562069,Mutarda arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Brassiceae,Mutarda,arvensis,,
ogi,Brassicaceae,Sisymbrium altissimum,Sisymbrium altissimum,"Roadsides, waste ground, all islands.",,,,remaining,accepted,56996,Sisymbrium altissimum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Sisymbrieae,Sisymbrium,altissimum,,
ogi,Brassicaceae,Sisymbrium officinale,Sisymbrium officinale,"Agricultural weed throughout, all islands.",,,,remaining,accepted,53266,Sisymbrium officinale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Sisymbrieae,Sisymbrium,officinale,,
ogi,Brassicaceae,Teesdalia nudicaulis,Teesdalia nudicaulis,"Roadsides, parking areas, especially view areas, sandy ground, Saturna, N Pender, Galiano",,,AS,complete,accepted,79325,Teesdalia nudicaulis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Iberideae,Teesdalia,nudicaulis,,
ogi,Brassicaceae,Thlaspi arvense,Thlaspi arvense,"Gardens, farm yards, especially where hay is fed, Saturna, N Pender, S Pender.",,,AS,complete,accepted,79358,Thlaspi arvense,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Thlaspideae,Thlaspi,arvense,,
ogi,Brassicaceae,Thysanocarpus curvipes,Thysanocarpus curvipes,"Grassy bluffs and ledges, all islands.",,,AS,complete,accepted,58088,Thysanocarpus curvipes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Thelypodieae,Thysanocarpus,curvipes,,
ogi,Brassicaceae,Turritis glabra,Turritis glabra,"Grassy bluffs and ledges, all islands.",,,AS,complete,accepted,79460,Turritis glabra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,Brassicoideae,Turritideae,Turritis,glabra,,
ogi,Cactaceae,Opuntia fragilis,Opuntia fragilis,"Grassy bluffs and ledges, rocky islets; all islands.",,,,remaining,accepted,62474,Opuntia fragilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Cactaceae,Opuntioideae,Opuntieae,Opuntia,fragilis,,
ogi,Campanulaceae,Campanula medium,Campanula medium,"C. medium L., persicifolia L., and rapunculoides L., glomerata L. persisting and marginally escaped and naturalized from area.",,,,remaining,accepted,159761,Campanula medium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,medium,,
ogi,Campanulaceae,Campanula rotundifolia,Campanula rotundifolia,"HJ Galiano Cemetary 1975, roadside Mayne 1975 rare.",,Campanula persicifolia apparently also occurs in these environs and may be conflated; check,AS,in progress,accepted,62312,Campanula rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,rotundifolia,,
ogi,Campanulaceae,Campanula scouleri,Campanula scouleri,"Open forest, ridgelines, all islands.",,,AS,complete,accepted,75991,Campanula scouleri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,scouleri,,
ogi,Campanulaceae,Triodanis perfoliata,Triodanis perfoliata,"Open, grassy bluffs and ledges, all islands.",,,,remaining,accepted,64293,Triodanis perfoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Triodanis,perfoliata,,
ogi,Cannabaceae,Humulus lupulus var. lupulus,Humulus lupulus lupulus,"Valley Rd, Galiano iNaturalist report 2019.",,,,remaining,accepted,241080,Humulus lupulus lupulus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Cannabaceae,,,Humulus,lupulus,,Humulus lupulus lupulus
ogi,Caprifoliaceae,Centranthus ruber,Centranthus ruber,"Shoreline rock around Saturna Point. Ganner Drive, Galiano 2019.",,,,remaining,accepted,57283,Centranthus ruber,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Centranthus,ruber,,
ogi,Caprifoliaceae,Dipsacus fullonum,Dipsacus fullonum,"Marginally escaping Galiano, Saturna.",,,,remaining,accepted,56002,Dipsacus fullonum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Dipsacoideae,,Dipsacus,fullonum,,
ogi,Caprifoliaceae,Linnaea borealis ssp. longiflora,Linnaea borealis longiflora,"Open, mesic forest, all islands.",,,,remaining,accepted,81026,Linnaea borealis longiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Linnaeoideae,,Linnaea,borealis,,Linnaea borealis longiflora
ogi,Caprifoliaceae,Lonicera ciliosa,Lonicera ciliosa,"Open, mesic forest, all islands.",,,AS,complete,accepted,77832,Lonicera ciliosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,ciliosa,,
ogi,Caprifoliaceae,Lonicera hispidula,Lonicera hispidula,"Mesic forest, all islands.",,,AS,complete,accepted,53416,Lonicera hispidula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,hispidula,,
ogi,Caprifoliaceae,Lonicera involucrata var. involucrata,Lonicera involucrata involucrata,Rare on outer islands; known from brackish low ground on Cabbage island. FL Prevost 2004.,,,AS,complete,accepted,81040,Lonicera involucrata involucrata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Lonicera,involucrata,,Lonicera involucrata involucrata
ogi,Caprifoliaceae,Plectritis brachystemon,Plectritis congesta brachystemon,Galiano location? A Hill collections Mayne and Curlew 1899.,,,,remaining,unaccepted,57787,Plectritis congesta brachystemon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,Plectritis congesta brachystemon,
ogi,Caprifoliaceae,Plectritis congesta,Plectritis congesta,"Rocky shorelines and cliffs, grassy bluffs, all islands.",,,"AS, FM",complete,accepted,57786,Plectritis congesta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Plectritis,congesta,,
ogi,Caprifoliaceae,Plectritis macrocera,Plectritis macrocera,"HJ Bodega Ridge, Galiano 2004",,Plectritis macrocera mireported from Bodega Ridge (=B.brachystemon),"AS, FM",in progress,accepted,57287,Plectritis macrocera,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Plectritis,macrocera,,
ogi,Caprifoliaceae,Symphoricarpos albus,Symphoricarpos albus,"Open ground, woods, and thickets, all islands.",,,,remaining,accepted,48523,Symphoricarpos albus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,albus,,
ogi,Caprifoliaceae,Symphoricarpos mollis var. hesperius,Symphoricarpos mollis hesperius,"Moist mixed forest edge and adjacent gravelly slopes, Saturna, Mayne, Galiano",,,,remaining,accepted,778403,Symphoricarpos mollis hesperius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Caprifolioideae,,Symphoricarpos,mollis,,Symphoricarpos mollis hesperius
ogi,Caprifoliaceae,Valerianella locusta,Valerianella locusta,FL Prevost Island 2004. Portland Island iNaturalist observation 2021.,,,,remaining,accepted,55752,Valerianella locusta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Valerianella,locusta,,
ogi,Caryophyllaceae,Arenaria serpyllifolia,Arenaria serpyllifolia,"Dry, open bluffs, dry slopes, all islands.",,,,remaining,accepted,75553,Arenaria serpyllifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Arenarieae,Arenaria,serpyllifolia,,
ogi,Caryophyllaceae,Cerastium arvense ssp. strictum,Cerastium arvense strictum,Grassy bluffs; rocky hillsides and dry to moist grassland; common throughout. All islands.,,,,remaining,accepted,50847,Cerastium arvense strictum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,arvense,Cerastium arvense strictum,
ogi,Caryophyllaceae,Cerastium brachypodum,Cerastium brachypodum,"HJ East Point, Saturna 1996 On erroded earth just above rocky seashore recently colonized by adventives; no direct associates but near Sagina decumbens, Plantago elongata & Myosurus minimus.",,,,remaining,accepted,160333,Cerastium brachypodum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,brachypodum,,
ogi,Caryophyllaceae,Cerastium fontanum ssp. vulgare,Cerastium holosteoides,Lawns and gardens; weedy and common throughout. All islands.,,,,remaining,unaccepted,1005385,Cerastium holosteoides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,holosteoides,,
ogi,Caryophyllaceae,Cerastium glomeratum,Cerastium glomeratum,"Disturbed ground, fields and waste places throughout. All islands.",,,,remaining,accepted,52973,Cerastium glomeratum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,glomeratum,,
ogi,Caryophyllaceae,Cerastium pumilum,Cerastium pumilum,"FL East Point, Saturna, Tumbo 1999 and S Pender 2003. FL Prevost Island 2004.",,,,remaining,accepted,160341,Cerastium pumilum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,pumilum,,
ogi,Caryophyllaceae,Cerastium semidecandrum,Cerastium semidecandrum,"FL East Point, Brown Ridge, Saturna 1999. RTO Oak Bluffs N Pender 1983.",,,,remaining,accepted,160343,Cerastium semidecandrum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Cerastium,semidecandrum,,
ogi,Caryophyllaceae,Dianthus armeria,Dianthus armeria,"Frequently escaping., dry fields, grassy bluffs. Saturna, Mayne, Galiano.",,,,remaining,accepted,64541,Dianthus armeria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Caryophylleae,Dianthus,armeria,,
ogi,Caryophyllaceae,Honckenya peploides ssp. major,Honckenya peploides major,HJ Tumbo Island 2007. With Salicornia on mud flats.,,,,remaining,accepted,129448,Honckenya peploides major,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sclerantheae,Honckenya,peploides,Honckenya peploides major,
ogi,Caryophyllaceae,Lychnis coronaria,Silene coronaria,"Roadsides and waste ground, spreading agressivly into native bluff grasslands. All islands.",,,AS,complete,unaccepted,485191,Silene coronaria,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria,,
ogi,Caryophyllaceae,Moehringia macrophylla,Moehringia macrophylla,"Shaded to open woods and rocky slopes, all islands.",,,,remaining,accepted,61884,Moehringia macrophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Arenarieae,Moehringia,macrophylla,,
ogi,Caryophyllaceae,Moenchia erecta,Moenchia erecta,"AS Lions Field, Galiano (iNaturalist obs.)",,,,remaining,accepted,78088,Moenchia erecta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Moenchia,erecta,,
ogi,Caryophyllaceae,Sabulina macra,Sabulina macra,"TRA S Pender 1959. HJ Brown Ridge, Saturna 1976. A&OC Gooch Island 1982.",,,,remaining,accepted,836878,Sabulina macra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sabulina,macra,,
ogi,Caryophyllaceae,Sagina apetala,Sagina apetala,"FL 2003 Otter Bay Marina, Port Browning N&S Pender, Bluffs Park, Galiano",,,,remaining,accepted,56998,Sagina apetala,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,apetala,,
ogi,Caryophyllaceae,Sagina decumbens ssp. occidentalis,Sagina decumbens occidentalis,"Straley Bellhouse Park 1988. FL Tumbo 1999.TRA Gowland Point, S Pender 1957.",,,,remaining,accepted,57000,Sagina decumbens occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,decumbens,Sagina decumbens occidentalis,
ogi,Caryophyllaceae,Sagina maxima ssp. crassicaulis,Sagina maxima crassicaulis,"HJ Saturna 1998. FL Montague, Galiano 2014. FL & HLR S Pender. Macoun Mayne 1914.",,,,remaining,accepted,80178,Sagina maxima crassicaulis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,maxima,Sagina maxima crassicaulis,
ogi,Caryophyllaceae,Sagina procumbens,Sagina procumbens,"Wet, grassy spots Saturna, Mayne, Galiano, S Pender",,,,remaining,accepted,55667,Sagina procumbens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sagineae,Sagina,procumbens,,
ogi,Caryophyllaceae,Scleranthus annuus,Scleranthus annuus,"HJ 2013-2020 Picnic area Winter Cove Park,Saturna. Galiano location? Collector?",,,,remaining,accepted,61935,Scleranthus annuus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sclerantheae,Scleranthus,annuus,,
ogi,Caryophyllaceae,Silene antirrhina,Silene antirrhina,"Grassy bluffs, all islands. Macoun Mayne 1914.",,,,remaining,accepted,58780,Silene antirrhina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,antirrhina,,
ogi,Caryophyllaceae,Silene gallica,Silene gallica,"Grassy bluffs, occasionaly cultivated ground. Saturna, Mayne, N Pender.",,,,remaining,accepted,53212,Silene gallica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,gallica,,
ogi,Caryophyllaceae,Silene latifolia,Silene latifolia,"Roadsides and waste ground. Saturna, Mayne, Galiano.",,,,remaining,accepted,79109,Silene latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,latifolia,,
ogi,Caryophyllaceae,Silene noctiflora,Silene noctiflora,Disturbed ground Otter Bay Ferry Landing HJ 1999.,,,,remaining,accepted,79112,Silene noctiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,noctiflora,,
ogi,Caryophyllaceae,Silene vulgaris,Silene vulgaris,HJ roadside Montague Harbour 1975.,,,,remaining,accepted,55721,Silene vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,vulgaris,,
ogi,Caryophyllaceae,Spergula arvensis,Spergula arvensis,"Cultivated land, gardens, waste ground. All islands.",,,,remaining,accepted,57005,Spergula arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergula,arvensis,,
ogi,Caryophyllaceae,Spergularia canadensis var. occidentalis,Spergularia canadensis occidentalis,"Tidal mud flats, all islands.",,,,remaining,accepted,81378,Spergularia canadensis occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,canadensis,,Spergularia canadensis occidentalis
ogi,Caryophyllaceae,Spergularia macrotheca,Spergularia macrotheca,"Mud flats and salt marshes, Mayne, Galiano, S Pender.",,,,remaining,accepted,61472,Spergularia macrotheca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,macrotheca,,
ogi,Caryophyllaceae,Spergularia rubra,Spergularia rubra,"Roadside and waste ground, all islands.",,,,remaining,accepted,55730,Spergularia rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,rubra,,
ogi,Caryophyllaceae,Spergularia salina,Spergularia marina,"Mud flats and salt marshes,",,,,remaining,unaccepted,79169,Spergularia marina,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Sperguleae,Spergularia,marina,,
ogi,Caryophyllaceae,Stellaria borealis ssp. sitchana,Stellaria borealis sitchana,"Edges of fens, lakes and other wetlands. All Islands.",,,,remaining,unaccepted,1417248,Stellaria sitchana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,sitchana,,
ogi,Caryophyllaceae,Stellaria crispa,Stellaria crispa,"Deep, moist woods and stream banks. All islands.",,,,remaining,accepted,79201,Stellaria crispa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,crispa,,
ogi,Caryophyllaceae,Stellaria graminea,Stellaria graminea,"AS Millard Learning Centre, Galiano 2016.",,,,remaining,accepted,61948,Stellaria graminea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,graminea,,
ogi,Caryophyllaceae,Stellaria longipes,Stellaria longipes,"Questionable collection Lyall Harbour, Saturna 1975.",,,,remaining,accepted,79203,Stellaria longipes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,longipes,,
ogi,Caryophyllaceae,Stellaria media,Stellaria media,"Disturbed moist ground, all islands.",,,,remaining,accepted,53298,Stellaria media,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,media,,
ogi,Caryophyllaceae,Stellaria nitens,Stellaria nitens,Grassy bluffs and gravelly soil; all islands.,,,,remaining,accepted,57007,Stellaria nitens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Alsineae,Stellaria,nitens,,
ogi,Celastraceae,Paxistima myrsinites,Paxistima myrsinites,"Rocky ledges in forest, all islands.",,,,remaining,accepted,63893,Paxistima myrsinites,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Celastrales,,,,Celastraceae,,,Paxistima,myrsinites,,
ogi,Ceratophyllaceae,Ceratophyllum demersum,Ceratophyllum demersum,"TRA Greenburn Lake, S Pender.",,,,remaining,accepted,60997,Ceratophyllum demersum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ceratophyllales,,,,Ceratophyllaceae,,,Ceratophyllum,demersum,,
