area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed,review_status,Name.Status,Referred.iNaturalist.Id,Referred.iNaturalist.Name,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
ogi,Poaceae,Panicum capillare,Panicum capillare,Flower beds and lawns under bird feeders Saturna. AS Bellhouse Park Galiano 2019.,,,,remaining,accepted,78337,Panicum capillare,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Panicoideae,Paniceae,Panicum,capillare,,
ogi,Poaceae,Panicum miliaceum ssp. ruderale,Panicum miliaceum ruderale,Saturna. Once in old garbage dump.,,,,remaining,accepted,181809,Panicum miliaceum ruderale,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Panicoideae,Paniceae,Panicum,miliaceum,Panicum miliaceum ruderale,
ogi,Poaceae,Phalaris arundinacea,Phalaris arundinacea,"Wet meadows, ponds and lake margins. All islands.",,,,remaining,accepted,63337,Phalaris arundinacea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Phalaris,arundinacea,,
ogi,Poaceae,Phalaris canariensis,Phalaris canariensis,Disturbed ground. Saturna garbage dump. Mayne location? Galiano location?,,,,remaining,accepted,57191,Phalaris canariensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Phalaris,canariensis,,
ogi,Poaceae,Phleum pratense,Phleum pratense,"Meadows, roadsides and farm fields. All islands.",,,,remaining,accepted,57190,Phleum pratense,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Phleum,pratense,,
ogi,Poaceae,Phragmites australis ssp. australis,Phragmites australis australis,Galiano ER128 sphagnum bog. Original HJ coll det as communis now=> australis ssp a. ? ssp americanus AW 1975 on molecular evidence. Ligule of HJ coll membranous part of ligule ~1mm=americanus. Ssp undet for Galiano - recollect.,,,,remaining,accepted,556361,Phragmites australis australis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Arundinoideae,Molinieae,Phragmites,australis,Phragmites australis australis,
ogi,Poaceae,Poa annua,Poa annua,Disturbed and waste ground throughout. All islands.,,,,remaining,accepted,52808,Poa annua,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,annua,,
ogi,Poaceae,Poa bulbosa,Poa bulbosa,"Roadsides, waste ground throughout. All islands. ssp. vivipara common",,,,remaining,accepted,58382,Poa bulbosa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,bulbosa,,
ogi,Poaceae,Poa compressa,Poa compressa,Roadside and waste ground throughout. All islands.,,,,remaining,accepted,78636,Poa compressa,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,compressa,,
ogi,Poaceae,Poa confinis,Poa confinis,HJ Georgeson Island 1975.,,,,remaining,accepted,78637,Poa confinis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,confinis,,
ogi,Poaceae,Poa howellii,Poa howellii,"Shady forest roadsides, logging roads. All islands.",,,,remaining,accepted,52812,Poa howellii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,howellii,,
ogi,Poaceae,Poa infirma,Poa infirma,"FL Galiano Montague tidal mud; Sturdies Bay, crumbling blacktop margin 2014.",,,,remaining,accepted,78642,Poa infirma,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,infirma,,
ogi,Poaceae,Poa macrantha,Poa macrantha,"Anniversary island off Saturna RLT at UBC, A&OC and RTO N Pender 1983.",,,,remaining,accepted,78647,Poa macrantha,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,macrantha,,
ogi,Poaceae,Poa nemoralis,Poa nemoralis,HJ coll from Galiano at V location (DL 4?) 1984.,,,,remaining,accepted,78649,Poa nemoralis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,nemoralis,,
ogi,Poaceae,Poa palustris,Poa palustris,HJ Saturna Scirpus-Carex fen 1996.,,,,remaining,accepted,78650,Poa palustris,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,palustris,,
ogi,Poaceae,Poa pratensis,Poa pratensis,"Lawn, roadside, fields, grassy bluffs. All islands",,,,remaining,accepted,60307,Poa pratensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,pratensis,,
ogi,Poaceae,Poa secunda ssp. secunda,Poa secunda secunda,"Grassy bluffs, seaside cliffs. All islands. Recheck vouchers at V",,,,remaining,accepted,58383,Poa secunda secunda,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,secunda,Poa secunda secunda,
ogi,Poaceae,Poa trivialis,Poa trivialis,Alder bottoms and moist shady sites. All islands.,,,,remaining,accepted,78657,Poa trivialis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Poa,trivialis,,
ogi,Poaceae,Polypogon monspeliensis,Polypogon monspeliensis,Marshy ground just above high tie line.Saturna and Galiano.,,,,remaining,accepted,57197,Polypogon monspeliensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Polypogon,monspeliensis,,
ogi,Poaceae,Puccinellia distans,Puccinellia distans,TRA collection South Pender re-identified as P. nuttalliana,,,,remaining,accepted,78780,Puccinellia distans,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Puccinellia,distans,,
ogi,Poaceae,Puccinellia nutkaensis,Puccinellia nutkaensis,"Salt marshes and mud flats Mayne, Galiano, N Pender.",,,,remaining,accepted,78783,Puccinellia nutkaensis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Puccinellia,nutkaensis,,
ogi,Poaceae,Puccinellia nuttalliana,Puccinellia nuttalliana,Salt marshes and mud flats. All islands.,,,,remaining,accepted,60309,Puccinellia nuttalliana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Puccinellia,nuttalliana,,
ogi,Poaceae,Puccinellia pumila,Puccinellia pumila,"Church Cove Saturna HJ. Whalers Bay, Montague, Galiano 11979 HJ. A&OC S Pender spit 1983, HJ Horton Bay Mayne 1975.",,,,remaining,accepted,78785,Puccinellia pumila,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Puccinellia,pumila,,
ogi,Poaceae,Schedonorus arundinaceus,Lolium arundinaceum,"Farm fields, meadows and roadside, All islands.",,,,remaining,unaccepted,164708,Lolium arundinaceum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Lolium,arundinaceum,,
ogi,Poaceae,Schedonorus pratensis,Lolium pratense,Galiano location? Collector? HJ?,,,,remaining,unaccepted,866252,Lolium pratense,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Lolium,pratense,,
ogi,Poaceae,Secale cereale,Secale cereale,Introduced by Highways for road cut stabilization. All islands.,,,,remaining,accepted,79021,Secale cereale,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Secale,cereale,,
ogi,Poaceae,Setaria pumila,Setaria pumila,"Bird feeder escape, not persisting Saturna HJ.",,,,remaining,accepted,48688,Setaria pumila,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Panicoideae,Paniceae,Setaria,pumila,,
ogi,Poaceae,Setaria viridis,Setaria viridis,"Introduced from bird feeders also in gardens Saturna, Galiano, Mayne. Bellhouse Park, Galiano",,,,remaining,accepted,79070,Setaria viridis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Panicoideae,Paniceae,Setaria,viridis,,
ogi,Poaceae,Torreyochloa pallida var. pauciflora,Torreyochloa pallida pauciflora,"Standing water, ponds, wetlands. All islands.",,,,remaining,accepted,81431,Torreyochloa pallida pauciflora,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Torreyochloa,pallida,,Torreyochloa pallida pauciflora
ogi,Poaceae,Trisetum canescens,Trisetum canescens,Open Fir forest throughout. All islands.,,,,remaining,unaccepted,1538928,Graphephorum canescens,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Graphephorum,canescens,,
ogi,Poaceae,Trisetum cernuum,Trisetum cernuum,"Alder woodlands, Fir-sword fern forest. All islands.",,,,remaining,unaccepted,1538926,Graphephorum cernuum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Graphephorum,cernuum,,
ogi,Poaceae,Vulpia bromoides,Festuca bromoides,"Dry meadow, disturbed ground and roadsides. All islands.",,,AS,complete,unaccepted,77136,Festuca bromoides,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,bromoides,,
ogi,Poaceae,Vulpia microstachys,Festuca microstachys,Roadsides and disturbed areas. All islands.,,,AS,complete,unaccepted,77138,Festuca microstachys,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,microstachys,,
ogi,Poaceae,Vulpia myuros,Festuca myuros,Roadsides and disturbed areas. All islands.,,,AS,complete,unaccepted,77140,Festuca myuros,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Festuca,myuros,,
ogi,Poaceae,Zizania aquatica,Zizania aquatica,TRA North Pender probably introduced. Persistant? Possibly Z. palustris? No herbarium record.,,,,remaining,accepted,118730,Zizania aquatica,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Oryzoideae,Oryzeae,Zizania,aquatica,,
ogi,Polemoniaceae,Collomia heterophylla,Collomia heterophylla,"Open ground, dirt roads, all islands.",,,,remaining,accepted,52996,Collomia heterophylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Collomia,heterophylla,,
ogi,Polemoniaceae,Leptosiphon bicolor,Leptosiphon bicolor,"Open grassy bluffs and ridges, all islands.",,,,remaining,accepted,64245,Leptosiphon bicolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Leptosiphon,bicolor,,
ogi,Polemoniaceae,Leptosiphon minimus,Leptosiphon minimus,"Taylor Bodega Ridge, Galiano 2006.",,,,remaining,accepted,77693,Leptosiphon minimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Leptosiphon,minimus,,
ogi,Polemoniaceae,Microsteris gracilis,Microsteris gracilis,"Open bluffs, grassy roadsides, dirt roads, Saturna, Mayne, Galiano.",,,,remaining,accepted,61210,Microsteris gracilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Microsteris,gracilis,,
ogi,Polemoniaceae,Navarretia squarrosa,Navarretia squarrosa,"Open ground, fields, and roadsides, all islands.",,,AS,complete,accepted,53157,Navarretia squarrosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Polemoniaceae,,,Navarretia,squarrosa,,
ogi,Polygonaceae,Fallopia convolvulus,Fallopia convolvulus,"Gardens, waste ground, disturbed ground. All islands.",,,,remaining,accepted,77129,Fallopia convolvulus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Fallopia,convolvulus,,
ogi,Polygonaceae,Fallopia japonica,Reynoutria japonica,AS roadside Georgeson Bay Road Galiano 2016. HJ N Pender roadside 1983.,,,,remaining,unaccepted,914922,Reynoutria japonica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria,japonica,,
ogi,Polygonaceae,Fallopia sachalinensis,Reynoutria sachalinensis,"Roadside HJ Mayne 1979, HJ also North Pender. J Macoun Mayne 1914.",,,,remaining,unaccepted,593040,Reynoutria sachalinensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Reynoutria,sachalinensis,,
ogi,Polygonaceae,Persicaria amphibia,Persicaria amphibia,"Ponds, wetlands, lake edges. All islands.",,,,remaining,accepted,78450,Persicaria amphibia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,amphibia,,
ogi,Polygonaceae,Persicaria lapathifolia,Persicaria lapathifolia,"Disturbed ground, gardens. All islannds.",,,,remaining,accepted,63886,Persicaria lapathifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,lapathifolia,,
ogi,Polygonaceae,Persicaria maculosa,Persicaria maculosa,"Disturbed ground, gardens, wet meadows. All islands.",,,,remaining,accepted,56166,Persicaria maculosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Persicarieae,Persicaria,maculosa,,
ogi,Polygonaceae,Persicaria wallichii,Persicaria wallichii,"Fields in Village Bay, Mayne HJ 1983. Listed by Invasive Species Council of BC.",,,,remaining,unaccepted,768203,Koenigia polystachya,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Persicarieae,Koenigia,polystachya,,
ogi,Polygonaceae,Polygonum aviculare,Polygonum aviculare,"Open, waste places, hard-packed soil and disturbed cultivated land; a common and aggressive weed throughout;",,,,remaining,accepted,78678,Polygonum aviculare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,aviculare,,
ogi,Polygonaceae,Polygonum fowleri,Polygonum fowleri,"Beaches, salt marsh edges, all islands.",,,,remaining,accepted,78683,Polygonum fowleri,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,fowleri,,
ogi,Polygonaceae,Polygonum nuttallii,Polygonum nuttallii,"HLR 2000 Gowland Point S Pender exposed site, open to SE winds and salt spray, partly bare soil and rubble.",,,,remaining,accepted,1413102,Polygonum nuttallii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,nuttallii,,
ogi,Polygonaceae,Polygonum spergulariiforme,Polygonum spergulariiforme,"Bluffs, grassy rocky south facing slopes. All islands.",,,,remaining,accepted,78692,Polygonum spergulariiforme,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Polygoneae,Polygonum,spergulariiforme,,
ogi,Polygonaceae,Pterostegia drymarioides,Pterostegia drymarioides,"Bahati iNaturalist observation Bellhouse Park, Galiano 2021.",not in FPNW2,,,remaining,accepted,53191,Pterostegia drymarioides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Eriogonoideae,Pterostegieae,Pterostegia,drymarioides,,
ogi,Polygonaceae,Rumex acetosella,Rumex acetosella,"Grassy bluffs, roadside, cultivated and disturbed ground. All islands.",,,,remaining,accepted,53195,Rumex acetosella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,acetosella,,
ogi,Polygonaceae,Rumex conglomeratus,Rumex conglomeratus,"Disturbed ground, wetlands. All islands.",,,,remaining,accepted,57215,Rumex conglomeratus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,conglomeratus,,
ogi,Polygonaceae,Rumex crispus,Rumex crispus,"Gardens, cultivated ground. All islands.",,,,remaining,accepted,53197,Rumex crispus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,crispus,,
ogi,Polygonaceae,Rumex maritimus,Rumex maritimus,Tumbo salt marsh HJ 1979.,,,,remaining,accepted,168242,Rumex maritimus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,maritimus,,
ogi,Polygonaceae,Rumex obtusifolius,Rumex obtusifolius,"Roadside, wet wasteland, gardens. All islands.",,,,remaining,accepted,63371,Rumex obtusifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,obtusifolius,,
ogi,Polygonaceae,Rumex occidentalis,Rumex occidentalis,"Salt marshes. Saturna, Boot Cove. Parker HJ. TRA S Pender Spaldings landing 1959",,,,remaining,accepted,61086,Rumex occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,occidentalis,,
ogi,Polygonaceae,Rumex salicifolius,Rumex salicifolius,"Beaches, driftwood, occasional in fresh water. All islands.Forrest Island HJ.",,,,remaining,accepted,60233,Rumex salicifolius,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Polygonaceae,Polygonoideae,Rumiceae,Rumex,salicifolius,,
ogi,Polypodiaceae,Polypodium glycyrrhiza,Polypodium glycyrrhiza,"Shaded north slopes, mossy rocks, tree trunks; common throughout all islands. Occasional on small rocky islets",,,,remaining,accepted,55104,Polypodium glycyrrhiza,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,,Polypodiaceae,Polypodioideae,,Polypodium,glycyrrhiza,,
ogi,Portulacaceae,Portulaca oleracea,Portulaca oleracea,"Gardens and waste ground. Saturna, North Pender.",,,,remaining,accepted,58991,Portulaca oleracea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Portulacaceae,,,Portulaca,oleracea,,
ogi,Potamogetonaceae,Potamogeton amplifolius,Potamogeton amplifolius,Galiano Laughlin Lake. North Pender Magic Lake.,,,,remaining,accepted,78705,Potamogeton amplifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,amplifolius,,
ogi,Potamogetonaceae,Potamogeton berchtoldii,Potamogeton berchtoldii,"Shallow ponds and lakes, all islands.",,,,remaining,accepted,78706,Potamogeton berchtoldii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,berchtoldii,,
ogi,Potamogetonaceae,Potamogeton crispus,Potamogeton crispus,"Shallow pond below Mt David, Saturna.",,,,remaining,accepted,78707,Potamogeton crispus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,crispus,,
ogi,Potamogetonaceae,Potamogeton foliosus,Potamogeton foliosus,"Magic Lake NP, Greenburn Lake SP",,,,remaining,accepted,59107,Potamogeton foliosus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,foliosus,,
ogi,Potamogetonaceae,Potamogeton gramineus,Potamogeton gramineus,Erickson & Gates Laughlin Lake Galiano. date?,,"""Potamogeton gramineus - Note says native to Europe, which is true, but it is also a native to N.A. including BC"" FL",FL,in progress,accepted,78710,Potamogeton gramineus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,gramineus,,
ogi,Potamogetonaceae,Potamogeton natans,Potamogeton natans,Shallow standing waters and lakes all islands,,,,remaining,accepted,78712,Potamogeton natans,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,natans,,
ogi,Potamogetonaceae,Potamogeton oakesianus,Potamogeton oakesianus,"Single location, Farm pond below east slope of Mt Sutil. Re-check voucher. QC note: single P. oakesianus specimen at UBC has recently been redetermined as P. gramineus, and its been suggested that P. oakesianus does not occur in BC",,"""The identity of this collection was stalled when the virus hit. I believe this species was never in BC."" FL ""The id was Adolf Ceska’s, I have a note to recheck at V."" –HJ; ""At the UBC herbarium, I looked at some loan material from V recently. Among the sheets I borrowed was Potamogeton oakesianus from Galiano and Steelhead, BC. I annotated these two specimens to Potamogeton gramineus.  They appear to be narrow-leaved forms, sometimes called P. gramineus var. myriophyllus. But today, this is just thought to be part of the tremendous morphological variation of this species."" FL; Delete this record –AS","HJ, FL, AS",in progress,accepted,167324,Potamogeton oakesianus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,oakesianus,,
ogi,Potamogetonaceae,Potamogeton praelongus,Potamogeton praelongus,"K Wall Buck Lake, N Pender 2020. iNaturalist post.",,,,remaining,accepted,78713,Potamogeton praelongus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,praelongus,,
ogi,Potamogetonaceae,Potamogeton pusillus,Potamogeton pusillus,PDW N Pender 1977.,,,,remaining,accepted,78714,Potamogeton pusillus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,pusillus,,
ogi,Potamogetonaceae,Potamogeton robbinsii,Potamogeton robbinsii,"Shallow lake below Mt. David, Saturna.",,,,remaining,accepted,78716,Potamogeton robbinsii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Potamogeton,robbinsii,,
ogi,Potamogetonaceae,Stuckenia filiformis,Stuckenia filiformis,"Tumbo Island in deep, brackish pools.",,,,remaining,accepted,79275,Stuckenia filiformis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Potamogetonaceae,,,Stuckenia,filiformis,,
ogi,Primulaceae,Cyclamen hederifolium,Cyclamen hederifolium,"Moser Graveyard, Galiano. Persisting and marginally naturalizing Saturna.",,,,remaining,accepted,127355,Cyclamen hederifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Cyclamen,hederifolium,,
ogi,Primulaceae,Dodecatheon hendersonii,Primula hendersonii,"HJ Dionisio Point, Galiano 1975, Krug Phillimore Point, Galiano 2017. AS Not common on islands.",,Primula,AS,in progress,unaccepted,487175,Primula hendersonii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Primuloideae,Primuleae,Primula,hendersonii,,
ogi,Primulaceae,Dodecatheon pulchellum var. macrocarpum,Primula pauciflora macrocarpa,"Wet, grassy places. HJ seep on grassy cliffs above sea East Point, Saturna 1974. HJ Bellhouse Park, Galiano 1983.",,Primula,AS,in progress,unaccepted,966142,Primula pauciflora macrocarpa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Primuloideae,Primuleae,Primula,pauciflora,,Primula pauciflora macrocarpa
ogi,Primulaceae,Lysimachia arvensis,Lysimachia arvensis,"Disturbed ground, often where water pools, all islands.",,,AS,complete,accepted,791928,Lysimachia arvensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,arvensis,,
ogi,Primulaceae,Lysimachia europaea,Lysimachia europaea,"HJ Cranberry Swamp, Saturna 1975, Sphagnum Bog, Galiano 1975.",,name?,AS,in progress,accepted,716947,Lysimachia europaea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,europaea,,
ogi,Primulaceae,Lysimachia latifolia,Lysimachia latifolia,"Shady, open upland forest, all islands.",,,AS,complete,accepted,496537,Lysimachia latifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,,
ogi,Primulaceae,Lysimachia maritima,Lysimachia maritima,"HJ Whalers Bay, Galiano mud flats 1979.",,,AS,complete,accepted,204175,Lysimachia maritima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,maritima,,
ogi,Primulaceae,Lysimachia minima,Lysimachia minima,"HJ vernal pools Mayne, Saturna 1984. Macoun Mayne 1914. FL Valdes Island 2008. AS Galiano 2020.",,,AS,complete,accepted,204353,Lysimachia minima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,minima,,
ogi,Primulaceae,Lysimachia thyrsiflora,Lysimachia thyrsiflora,"TRA Roe Lake NP, HJ Greenburn Lake, S Pender 1975. HJ Sphagnum bog Galiano 1981.",,,AS,complete,accepted,77917,Lysimachia thyrsiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Primulaceae,Myrsinoideae,,Lysimachia,thyrsiflora,,
ogi,Pteridaceae,Adiantum aleuticum,Adiantum aleuticum,"All main islands. Shady stream valleys and waterfalls, seasonal creek outlets on shorelines. Always associated with activly flowing water.",,,AS,complete,accepted,52667,Adiantum aleuticum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Vittarioideae,,Adiantum,aleuticum,,
ogi,Pteridaceae,Aspidotis densa,Aspidotis densa,Saturna mossy north slope meadow Mt. Fisher. Valdes in seepy herbaceous communities on the northeast coast,,,AS,complete,accepted,63868,Aspidotis densa,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cheilanthoideae,,Aspidotis,densa,,
ogi,Pteridaceae,Pentagramma triangularis,Pentagramma triangularis,South facing rocky ledges. All islands.,,,,remaining,accepted,52676,Pentagramma triangularis,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Cheilanthoideae,,Pentagramma,triangularis,,
ogi,Ranunculaceae,Actaea rubra,Actaea rubra,"Galiano not relocated. HJ creek in Georgeson Bay 1981, Morgan same 1935.",,,,remaining,accepted,49870,Actaea rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Actaeeae,Actaea,rubra,,
ogi,Ranunculaceae,Aquilegia formosa,Aquilegia formosa,"Shady disturbed forest, roadsides. All islands.",,,AS,complete,accepted,48244,Aquilegia formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Thalictroideae,,Aquilegia,formosa,,
