area,Family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,critical_comments,reviewed,review_status
ogi,Montiaceae,Calandrinia ciliata,Calandrinia ciliata,"Grassy, south facing bulffs, shorline ridges. All islands.",,,,remaining
ogi,Montiaceae,Claytonia exigua ssp. exigua,Claytonia exigua exigua,"Dry, shady sandy ground; all islands. ssp exigua and glauca both reported for Galiano.",,,,remaining
ogi,Montiaceae,Claytonia parviflora,Claytonia parviflora,"Galiano location? FL Prevost Island 2004. JP-MF Mt. Norman, S Pender 1984. HJ Brown Ridge, Saturna 1999",,,,remaining
ogi,Montiaceae,Claytonia perfoliata,Claytonia perfoliata,"Open to shady, moist ground,; forming pure stands on slightly disturbed ground. All islands.",,,,remaining
ogi,Montiaceae,Claytonia rubra,Claytonia rubra,"WBS Sturdies Bay, Galiano 1974. Lomer N&S Pender. Ceska & FL East Point and Brown Ridge, Saturna. FL Prevost Island 2004.",,,,remaining
ogi,Montiaceae,Claytonia sibirica,Claytonia sibirica,Moist woods and thickets; all islands,,,,remaining
ogi,Montiaceae,Montia dichotoma,Montia dichotoma,"Open, grassy slopes, mossy rock seeps on shorelines. Brown Ridge and East Point, Saturna. Bellhouse Park, Galiano.",,,AS,complete
ogi,Montiaceae,Montia fontana,Montia fontana,"Moist meadows, seeps, vernal pools, margins of pond. All islands",,,AS,complete
ogi,Montiaceae,Montia howellii,Montia howellii,"Trails, lake shorelines, mossy rock outcrops; all islands. Mossy rock shore on Dusenberg Park, Gabriola has mix of M. howellii, M. fontana, Limnanthes macounii and Myosurus minimus.",,,AS,complete
ogi,Montiaceae,Montia linearis,Montia linearis,"Grassy bluffs, mossy seeps. Seen occasionally ion wet plowed ground. All islands.",,,AS,complete
ogi,Montiaceae,Montia parvifolia,Montia parvifolia,"Stream banks and shady seeps on rocky outcrops, isolated mossy boulders. All islands.","recorded by HJ: Montia parvifolia var. flagellaris, syn. M.parvifolia in FPNW2",,AS,complete
ogi,Nymphaeaceae,Nuphar polysepala,Nuphar polysepala,Ponds and shallow lakes; all islands.,,,,remaining
ogi,Nymphaeaceae,Nymphaea odorata,Nymphaea odorata,HJ lakes in Whalers Bay-Bellhouse Bay fault. No collection.,,,,remaining
ogi,Onagraceae,Chamaenerion angustifolium,Chamaenerion angustifolium,"Disturbed ground, burns, all islands.",,,,remaining
ogi,Onagraceae,Circaea alpina ssp. pacifica,Circaea alpina pacifica,"Cool, damp woods, all islands.",,,,remaining
ogi,Onagraceae,Clarkia amoena,Clarkia amoena,"Grassy bluffs, all islands. Vars. caurina and lindelyi both reported for Galiano.",,,,remaining
ogi,Onagraceae,Clarkia quadrivulnera,Clarkia purpurea quadrivulnera,HJ and MF Brown Ridge Saturna 2006.,,,,remaining
ogi,Onagraceae,Epilobium brachycarpum,Epilobium brachycarpum,"Roadsides, grassy bluffs, all islands.",,,,remaining
ogi,Onagraceae,Epilobium ciliatum,Epilobium ciliatum,"Wet meadows, fens, wet land edges, all islands.",,,,remaining
ogi,Onagraceae,Epilobium densiflorum,Epilobium densiflorum,"HJ Roadside ditch, Bedwell Harbour Road 1981, Huggins Millard Learning Centre, Galiano 2016.",,,,remaining
ogi,Onagraceae,Epilobium hallianum,Epilobium hallianum,"FL Prevost Island 2004, FL wet field, S Pender 2006.",,,,remaining
ogi,Onagraceae,Epilobium hornemannii ssp. hornemannii,Epilobium hornemannii hornemannii,"HJ Satuna Island in roadside ditch in structural stage 5 Pseudotsuga menziesii forest - Gaultheria shallon forest with Elymus glaucus, Veronica serpyillifolia, Senecio jacobei & Prunella vulgaris, slope 5% S30W. 1998.",,,,remaining
ogi,Onagraceae,Epilobium minutum,Epilobium minutum,"Grassy bluffs, ledges and banks, all islands. Galiano reports E. foliosum and E. minutum now combined under E. m. Straley Bluffs Park, Galiano 1988.",,,,remaining
ogi,Onagraceae,Ludwigia palustris,Ludwigia palustris,"HLR Ecological Reserve 128 Sphagnum Bog report, Galiano.",,,AS,complete
ogi,Onagraceae,Oenothera biennis,Oenothera biennis,"Saturna roadside ditches Lyall Harbour. Not persisting. AS Cable Bay Farm, Galiano 2018.",,,,remaining
ogi,Ophioglossaceae,Botrypus virginianus,Botrypus virginianus,"Few roadside collections, Mayne Island.",,,,remaining
ogi,Ophioglossaceae,Ophioglossum pusillum,Ophioglossum pusillum,Two locations Saturna at edge of Carex obnupta fens.,,,,remaining
ogi,Ophioglossaceae,Sceptridium multifidum,Sceptridium multifidum,"Occasional, moist swales, fens and meadow, Saturna, Mayne, Galiano. AC S Pender.",,,,remaining
ogi,Orchidaceae,Calypso bulbosa var. occidentalis,Calypso bulbosa occidentalis,"Mossy spots, shaded mature forest, all islands",,,AS,complete
ogi,Orchidaceae,Corallorhiza maculata var. occidentalis,Corallorhiza maculata occidentalis,"Moist or dry coniferous forest throughout. All islands. Var. occidentalis and ozettensis reported for Galiano. Var. ozettensis collection M Donovan Quadra Hill, Galiano",,,AS,complete
ogi,Orchidaceae,Corallorhiza maculata var. ozettensis,Corallorhiza maculata ozettensis,"MD Galiano, Quadra Hill 2015, AS Galiano, Georgeson Bay 2018.",,,AS,complete
ogi,Orchidaceae,Corallorhiza mertensiana,Corallorhiza mertensiana,Saturna R.W. Pillsbury 1957. Macoun Mayne 1914. Sczcawinski considers Mayne coll as tending to C. maculata.,,,AS,complete
ogi,Orchidaceae,Corallorhiza striata var. striata,Corallorhiza striata striata,"Galiano creek valley draining into Georgeson Bay. AS Bluffs Park, Galiano 2018. C Matthews Mayne 2020. L Baile Clam Bay Rd, N Pender 2020.",,,AS,complete
ogi,Orchidaceae,Epipactis helleborine,Epipactis helleborine,"Ecapee from cultivation and spreading in dry, shady Fir-Arbutus woods Saturna, Galiano. Ben Kadel iNaturalist observation S Pender.",,,,remaining
ogi,Orchidaceae,Goodyera oblongifolia,Goodyera oblongifolia,Moist or semidry moss floored coniferous forest; throughout All islands,,,,remaining
ogi,Orchidaceae,Neottia banksiana,Neottia banksiana,HJ Saturna 1998 mossy floored 130 year old second growth forest.,,,,remaining
ogi,Orchidaceae,Neottia cordata,Neottia cordata,"Very common under dense Salal in second growth forests, all islands.",,,,remaining
ogi,Orchidaceae,Platanthera elegans ssp. elegans,Platanthera elegans elegans,"Dry, open forest, ridges. Saturna, Mayne Galiano, Blunden. Saturna and Galiano collections previously identified as Habenaria maritima and Habenaria unalachensis var. maritima also S. Pender.",,,,remaining
ogi,Orchidaceae,Platanthera elongata,Platanthera elongata,Magner Galiano 2015 location?,,,,remaining
ogi,Orchidaceae,Platanthera transversa,Platanthera transversa,"HJ Saturna 1973. Magner Galiano 2016. there are now 16 collections/observations annotated as P.transversa from Galiano on iNaturalist. The Province lists it for BGxhICHdwMHmm. However, the orchid is recognized in WA. The Burke herbarium website appears to include records from the San Juans? See A. S. Pope s.n 5 Jul 1904 WTU 5945A.",,,,remaining
ogi,Orchidaceae,Platanthera unalascensis,Platanthera unalascensis,"Grassy, open places, dry coniferous forests, all islands.",,,,remaining
ogi,Orchidaceae,Spiranthes romanzoffiana,Spiranthes romanzoffiana,"Open, grassy places and parklands. All islands.",,,,remaining
ogi,Orobanchaceae,Aphyllon californicum ssp. californicum,Aphyllon californicum californicum,"Parasitic on Grindelia, usually near shore line, all islands.",,,,remaining
ogi,Orobanchaceae,Aphyllon purpureum,Aphyllon purpureum,"Parasitic on Sedum and occasionally on Lithophragma, all islands.",,,AS,complete
ogi,Orobanchaceae,Bellardia viscosa,Bellardia viscosa,"Roadsides, farm fields, pasture, all islands.",,,,remaining
ogi,Orobanchaceae,Castilleja attenuata,Castilleja attenuata,"Open, grassy bluffs, all islands.",,,,remaining
ogi,Orobanchaceae,Castilleja hispida,Castilleja hispida,"Grassy bluffs and ledges, all islands.",,,,remaining
ogi,Orobanchaceae,Castilleja miniata var. dixonii,Castilleja miniata dixonii,RLT Anniversary Island 1978 voucher at UBC? Hill Mayne 1895.,,,,remaining
ogi,Orobanchaceae,Euphrasia nemorosa,Euphrasia nemorosa,"HJ Hydro service yard, Galiano 1980, Browning Harbour area, N Pender, WinterCove Park, Saturna picnic area.",,,,remaining
ogi,Orobanchaceae,Kopsiopsis hookeri,Kopsiopsis hookeri,"Magner forest below Quadra Hill, Galiano 2015. iNaturalist report near ER 128 Sphagnum bog, Galiano 2020. Green iNaturalist report Mayne 2020.",,,AS,complete
ogi,Orobanchaceae,Rhinanthus minor ssp. groenlandicus,Rhinanthus groenlandicus,"Meadows and grassy fields, all islands.",,,,remaining
ogi,Orobanchaceae,Triphysaria pusilla,Triphysaria pusilla,"Meadows, weedy lawns, all islands.",,,AS,complete
ogi,Oxalidaceae,Oxalis corniculata,Oxalis corniculata,"Occasional garden or greenhouse escape, not persistant.",,,,remaining
ogi,Papaveraceae,Eschscholzia californica ssp. californica,Eschscholzia californica californica,Roadsides and waste ground; all islands.,,,,remaining
ogi,Papaveraceae,Fumaria officinalis,Fumaria officinalis,Galiano location? T. Taylor observation.,,,,remaining
ogi,Papaveraceae,Fumaria reuteri,Fumaria reuteri,AS Highland Road Galiano 2017. Straley Burrill Road; escapee date?,,,,remaining
ogi,Papaveraceae,Meconella oregana,Meconella oregana,"Open, grassy bluffs and ridges, HJ Saturna 1974, 1987. HJ Galiano. Batten Mt Sutil 2014.",,,,remaining
ogi,Papaveraceae,Papaver rhoeas,Papaver rhoeas,Waste places and old fields; rare N Pender,,,,remaining
ogi,Papaveraceae,Papaver somniferum,Papaver somniferum,Occasional escapee from cultivation. All islands.,,,,remaining
ogi,Phrymaceae,Erythranthe alsinoides,Erythranthe alsinoides,"Grassy bluffs, all islands.",,,,remaining
ogi,Phrymaceae,Erythranthe guttata,Erythranthe guttata,"Seepy spots on grassy bluffs, occasionally roadside ditches, all islands. E sookensis Benedict et al. (2012) reported for Galiano.",,,,remaining
ogi,Phrymaceae,Erythranthe microphylla,Erythranthe microphylla,"Galiano. Hybrid with E. nasuta called E sookensis B.G. Benedict et. al. Both nasuta and sookensis present? AW Galiano 1975 reported as Mimulus guttatus var depauperatus, Sullivan Saturna 1972, HJ Oaks Bulff N Pender 1981 HJ Heck Hill, Mayne 1980.",,,,remaining
ogi,Phrymaceae,Erythranthe moschata,Erythranthe moschata,"Ponds, ditches with standing water, all islands.",,,,remaining
ogi,Phrymaceae,Erythranthe nasuta,Erythranthe nasuta,"FL Great Beaver Swamp, Galiano 2014, HJ Saturna 1973",,,,remaining
ogi,Phrymaceae,Erythranthe sookensis,Erythranthe sookensis,"HJ Saturna 1974, A&OC-HLR North Pender 1983, HJ Mayne 1979, AW Galiano 1975, AS Mt Galiano 2021.",not in FPNW2,,,remaining
ogi,Pinaceae,Abies grandis,Abies grandis,"Lowlands, moist forest; locally common, all islands.",,,"AS, FL",complete
ogi,Pinaceae,Picea abies,Picea abies,AS Georgeson Bay 2016. Naturalized?,not in FPNW2,,,remaining
ogi,Pinaceae,Picea sitchensis,Picea sitchensis,"Very rare, south east shore line forest in salt spray zone, Saturna, Galiano, South Pender.",,,,remaining
ogi,Pinaceae,Pinus contorta var. contorta,Pinus contorta contorta,"Dry, south exposed woodlands, Dry north slopes and northeast coastlines. All islands.",,,AS,complete
ogi,Pinaceae,Pinus monticola,Pinus monticola,"Sphagnum bog, Galiano. Not known from other main islands",,,AS,complete
ogi,Pinaceae,Pinus ponderosa,Pinus ponderosa,"3 small trees in logged area Bodega Ridge, Galiano. Single seedling in clump of P. contorta East Point, Saturna. Planted trees along Bodega Beach Drive, Galiano.",,retain?,AS,in progress
ogi,Pinaceae,Pseudotsuga menziesii,Pseudotsuga menziesii menziesii,Moist to dry areas; generally distributed throughout the forested areas. All islands.,,,,remaining
ogi,Pinaceae,Tsuga heterophylla,Tsuga heterophylla,"Upland, north facing slopes; common. Very rare on south slopes and mesic lowland forest. All islands.",,,AS,complete
ogi,Plantaginaceae,Callitriche heterophylla var. bolanderi,Callitriche heterophylla bolanderi,"Shallow standing water, Saturna, Mayne, Galiano. TRA S Pender 1960, confirmed PDW & HJ. var. heterophylla. HJ Saturna, Mayne, Prevost, Galiano. Macoun Mayne 1914.",,,,remaining
ogi,Plantaginaceae,Callitriche palustris,Callitriche palustris,HJ standing water in sedge fen Saturna 1978,,,,remaining
ogi,Plantaginaceae,Chaenorhinum minus,Chaenorhinum minus,"HJ Garden weed, Winter Cove area, Saturna 2003, also around Saturna Winery buildings.",,,,remaining
ogi,Plantaginaceae,Collinsia grandiflora,Collinsia grandiflora,"Open, grassy bluffs, all islands.",,,,remaining
ogi,Plantaginaceae,Collinsia parviflora,Collinsia parviflora,"Open, grassy bluffs, all islands.",,,,remaining
ogi,Plantaginaceae,Cymbalaria muralis,Cymbalaria muralis,"Escaping from rock gardens, Saturna, Galiano.",,,,remaining
ogi,Plantaginaceae,Digitalis purpurea,Digitalis purpurea,"Roadsides, waste places, logged ground, all islands.",,,AS,complete
ogi,Plantaginaceae,Hippuris vulgaris,Hippuris vulgaris,"Ponds and shallow water of lakes, all islands.",,,,remaining
ogi,Plantaginaceae,Kickxia elatine,Kickxia elatine,"Mitchell Magic Lake area, N Pender 2019 iNaturalist report.",,,,remaining
ogi,Plantaginaceae,Linaria purpurea,Linaria purpurea,"Garden escapee, all islands.",,,,remaining
ogi,Plantaginaceae,Linaria vulgaris,Linaria vulgaris,"Roadside and waste ground Saturna, N Pender.",,,,remaining
ogi,Plantaginaceae,Nuttallanthus texanus,Nuttallanthus texanus,"Grassy bluffs and ledges; HJ Mt Heck, Mayne 1980, Mt Norman, S Pender 1981, Oaks Bluff, N Pender 1981, Bodega Hill, Galiano 1982. Observed several times Saturna but looks like I failed to get a collection to V.",,,,remaining
ogi,Plantaginaceae,Plantago elongata,Plantago elongata,"Grassy bluffs, rocky shoreline ledges, Saturna, Galiano, S Pender.",,,,remaining
ogi,Plantaginaceae,Plantago lanceolata,Plantago lanceolata,"Lawns, waste ground, cultivated ground, all islands.",,,,remaining
ogi,Plantaginaceae,Plantago major,Plantago major,"Lawns, roadsides and disturbed ground, all islands.",,,,remaining
ogi,Plantaginaceae,Plantago maritima,Plantago maritima,"Rocky shoreline and salt marshes, all islands.",,,,remaining
ogi,Plantaginaceae,Veronica americana,Veronica americana,"Standing water in ditches, fens and ponds, all islands.",,,AS,complete
ogi,Plantaginaceae,Veronica arvensis,Veronica arvensis,"Waste ground, grassy bluffs, disturbed ground, all islands.",,,AS,complete
ogi,Plantaginaceae,Veronica filiformis,Veronica filiformis,"Lawns, meadows, Saturna, Galiano.",,,AS,complete
ogi,Plantaginaceae,Veronica officinalis,Veronica officinalis,"Roadsides and disturbed fields, all islands.",,,AS,complete
ogi,Plantaginaceae,Veronica peregrina var. xalapensis,Veronica peregrina xalapensis,"Meadows, dirt roads, vernal wet spots, all islands.",,Veronica peregrina var. peregrina?,AS,in progress
ogi,Plantaginaceae,Veronica persica,Veronica persica,"HJ construction dirt pile, Sturdies Bay. Galiano 1982.",,,AS,complete
ogi,Plantaginaceae,Veronica scutellata,Veronica scutellata,"Fens, pond edges, all islands.",,,AS,complete
ogi,Plantaginaceae,Veronica serpyllifolia,Veronica serpyllifolia,"Moist meadows, wet ground and disturbed sites, all islands.",,,AS,complete
ogi,Plumbaginaceae,Armeria maritima ssp. californica,Armeria maritima californica,"TRA Otter Bay N Pender. AS Phillimore Point, Galiano 2017.",,,AS,complete
ogi,Poaceae,Achnatherum lemmonii ssp. lemmonii,Eriocoma lemmonii lemmonii,"Open, grassy south facing bluffs, all islands.",,,AS,complete
ogi,Poaceae,Agrostis capillaris,Agrostis capillaris,"Meadow and pasture throughout, all islands.",,,,remaining
ogi,Poaceae,Agrostis exarata,Agrostis exarata,"Roadsides and fields, all islands.",,,,remaining
ogi,Poaceae,Agrostis gigantea,Agrostis gigantea,"Lawns, fields and roadsides, all islands. Including Agrostis alba var. palustris and var. stolonifera",,,,remaining
ogi,Poaceae,Agrostis microphylla,Agrostis microphylla,"HJ record from East Point, Saturna, probably more widespread on othe islands. Pojar Cabbage Island 1976.",,,,remaining
ogi,Poaceae,Agrostis pallens,Agrostis pallens,"Dry upland pasture Saturna, Mayne, Galiano.",,,,remaining
ogi,Poaceae,Agrostis scabra,Agrostis scabra,"Logging roads, fens; all islands.",,,,remaining
ogi,Poaceae,Aira caryophyllea,Aira caryophyllea,"Open bluffs and grassy slopes, particularly where disturbed. All islands.",,,AS,complete
ogi,Poaceae,Aira praecox,Aira praecox,"Open bluffs and grassy slopes, particularly where disturbed. All islands.",,,AS,complete
ogi,Poaceae,Alopecurus aequalis,Alopecurus aequalis,"Buck Lake, North Pender, Money Lake and lowland fen on Mt David, Saturna, TRA South Pender.",,,,remaining
ogi,Poaceae,Alopecurus geniculatus,Alopecurus geniculatus,"Wet meadows, all islands.",,,,remaining
ogi,Poaceae,Alopecurus pratensis,Alopecurus pratensis,"Wet meadows and fields throughout, all islands.",,,,remaining
ogi,Poaceae,Anthoxanthum aristatum ssp. aristatum,Anthoxanthum aristatum aristatum,"Bellhouse park , rocky, thin soil. HJ",,,AS,complete
ogi,Poaceae,Anthoxanthum odoratum,Anthoxanthum odoratum,"Grassy bluffs, dry fields throughout, all islands.",,,AS,complete
ogi,Poaceae,Apera interrupta,Apera interrupta,"AC Oak Bluff Rd, N Pender 1983.",,,,remaining
ogi,Poaceae,Arrhenatherum elatius,Arrhenatherum elatius,"Dry meadows, farm fields and roadside, all islands.",,,,remaining
ogi,Poaceae,Avena sativa,Avena sativa,"Galiano, Occasionally introduced by highways, all islands",,,,remaining
ogi,Poaceae,Bromus commutatus,Bromus commutatus,HJ collections reidentified by LEP. Not known from area.,,,,remaining
ogi,Poaceae,Bromus diandrus,Bromus diandrus,"Roadside, grassy bluffs, disturbed ground. All islands.",,,,remaining
ogi,Poaceae,Bromus hordeaceus,Bromus hordeaceus,"Bluffs, roadside and waste ground. All islands.",,,,remaining
ogi,Poaceae,Bromus inermis,Bromus inermis,"Roadside, disturbed ground all islands.",,,,remaining
ogi,Poaceae,Bromus pacificus,Bromus pacificus,HJ collections all reidentified as others LEP. One remaining valid from Saturna,,,,remaining
ogi,Poaceae,Bromus secalinus,Bromus secalinus,AS Mt.Galiano iNaturalist observation 2017.,,,,remaining
ogi,Poaceae,Bromus sitchensis,Bromus sitchensis,"Saturna, Galiano, N Pender. Var. aleutensis and marginatus",,,,remaining
ogi,Poaceae,Bromus sitchensis var. aleutensis,Bromus sitchensis aleutensis,"Forest edges, bluffs, roadsides. All islands.",,,,remaining
ogi,Poaceae,Bromus sitchensis var. carinatus,Bromus carinatus,"Shoreline bluffs, roadsides and waste places.All islands. Var. marginatus",,,,remaining
ogi,Poaceae,Bromus sterilis,Bromus sterilis,"Fields, roadside and waste places throughout. All islands.",,,,remaining
ogi,Poaceae,Bromus tectorum,Bromus tectorum,"Roadsides, banks, and waste places, all islands.",,,,remaining
ogi,Poaceae,Bromus vulgaris,Bromus vulgaris,"Open woodland, trails; all islands.",,,,remaining
ogi,Poaceae,Calamagrostis canadensis,Calamagrostis canadensis,"Var. canadensis HJ Roe Lake, N Pender. Margins of small upland fens, Saturna.",,,,remaining
ogi,Poaceae,Cinna latifolia,Cinna latifolia,HJ Galiano Stockade Hill seepy spot in wet forest. AS ER15 Saturna 2020.,,,,remaining
ogi,Poaceae,Cynosurus cristatus,Cynosurus cristatus,"Fields, roadsides and waste places; common throughout. All islands.",,,,remaining
ogi,Poaceae,Cynosurus echinatus,Cynosurus echinatus,Roadside and waste ground. Spreading into grassy bluffs. All islands.,,,,remaining
ogi,Poaceae,Dactylis glomerata,Dactylis glomerata,"Farm fields, roadsides and grassy bluffs. All islands.",,,,remaining
ogi,Poaceae,Danthonia californica,Danthonia californica,Grassy ridges and bluffs. All islands.,,,,remaining
ogi,Poaceae,Danthonia decumbens,Danthonia decumbens,HLR collection Prevost Island.,,,,remaining
ogi,Poaceae,Danthonia intermedia,Danthonia intermedia,Galiano location? Miskelly 2017 Bioblitz.,,,,remaining
ogi,Poaceae,Deschampsia cespitosa ssp. beringensis,Deschampsia cespitosa beringensis,Galiano location? Tumbo Island HJ abundant in wet meadow next to salt marsh.,not in FPNW2,,,remaining
ogi,Poaceae,Deschampsia danthonioides,Deschampsia danthonioides,Cabbage Island Pojar. Galiano Bellhouse Point HJ 1984. A&O Ceska Tumbo Island 1976. Saturna Ball Field HJ 2000.,,,,remaining
ogi,Poaceae,Deschampsia elongata,Deschampsia elongata,"Roadside, disturbed and waste ground, all main islands.",,,,remaining
ogi,Poaceae,Digitaria sanguinalis,Digitaria sanguinalis,Abandoned garden Saturna HJ 1979.,,,,remaining
ogi,Poaceae,Distichlis spicata,Distichlis spicata,"Shoreline and strand, all islands.",,,,remaining
ogi,Poaceae,Echinochloa crus-galli,Echinochloa crus-galli,"Abandoned gardens, and introduced in hay. Saturna HJ. Ballingal Islets, Bennet 1989",,,,remaining
ogi,Poaceae,Elymus glaucus,Elymus glaucus,Open woods and dry hillside. All islands.,,,,remaining
ogi,Poaceae,Elymus repens,Elymus repens,"Fields, roadsides and waste places, all islands.",,,,remaining
ogi,Poaceae,Elymus trachycaulus ssp. trachycaulus,Elymus trachycaulus trachycaulus,"Roadsides, waste areas. Saturna, South Pender. Probably spread by highways throughout.",,,,remaining
ogi,Poaceae,Festuca occidentalis,Festuca occidentalis,"Shady, moss-floored forest, common. All islands.",,,,remaining
ogi,Poaceae,Festuca roemeri,Festuca roemeri,"Grassy bluffs Saturna, Mayne, Galiano",,,,remaining
ogi,Poaceae,Festuca rubra,Festuca rubra,Grassy bluffs and hillsides throughout. All islands.,,,,remaining
ogi,Poaceae,Festuca saximontana var. saximontana,Festuca saximontana saximontana,"Saarela and Cronk Mt Parke, Mayne 2007.",,,,remaining
ogi,Poaceae,Festuca subulata,Festuca subulata,"Moist, shady forest throughout. All islands.",,,,remaining
ogi,Poaceae,Festuca subuliflora,Festuca subuliflora,Dry Douglas Fir forest throughout. All islands.,,,,remaining
ogi,Poaceae,Festuca trachyphylla,Festuca trachyphylla,"Roadside in new gravel along Gaines Rd., Saturna HJ",,,,remaining
ogi,Poaceae,Glyceria borealis,Glyceria borealis,"Galiano, fen near summit of Mt Galiano.",,,,remaining
ogi,Poaceae,Glyceria declinata,Glyceria declinata,"HJ Mt Galiano 1982. F Lomer 1998 Mayne Island, northwest side, Dinner Point Community Park Habitat: Wet lawn in corner of old baseball field",,,,remaining
ogi,Poaceae,Glyceria elata,Glyceria elata,AS ER 128 Sphagnum bog Galiano 2018.,,,,remaining
ogi,Poaceae,Glyceria leptostachya,Glyceria leptostachya,GD Mt Galiano sedge fen 1982,,,,remaining
ogi,Poaceae,Glyceria occidentalis,Glyceria × occidentalis,"HJ Mayne wet meadow in shade of Salix lasiandra also Horton Bay. TRA South Pender. JP & HJ S Pender in a wetland in an agricultural field in standing water with Potentilla anserina, Rosa nutkana, Juncus effusus, Ranunculus repens, & Polygonum persicaria 1996.",,,,remaining
ogi,Poaceae,Glyceria striata,Glyceria striata,Galiano ER 128 Sphagnum Bog HJ 2003,,,,remaining
ogi,Poaceae,Holcus lanatus,Holcus lanatus,"Meadows, Farm fields disturbed groun throughout. All islands.",,,,remaining
ogi,Poaceae,Hordeum brachyantherum,Hordeum brachyantherum,"Wet meadows and salt marshes, all islands.",,,,remaining
ogi,Poaceae,Hordeum jubatum ssp. jubatum,Hordeum jubatum jubatum,Parker Island salt marsh HJ 1981.,,,,remaining
ogi,Poaceae,Hordeum murinum ssp. leporinum,Hordeum murinum leporinum,"Roadsides and waste ground throughout, all islands.",,,,remaining
ogi,Poaceae,Hordeum murinum ssp. murinum,Hordeum murinum murinum,Galiano w/ssp. Leporinum,,,,remaining
ogi,Poaceae,Koeleria macrantha,Koeleria macrantha,Grassy bluffs and ledges. All islands,,,AS,complete
ogi,Poaceae,Leymus mollis ssp. mollis,Leymus mollis mollis,"Rocky shorelines, all islands.",,,,remaining
ogi,Poaceae,Lolium multiflorum,Lolium multiflorum,"Roadside, farm fields, meadows and disturbed ground. All islands.",,,,remaining
ogi,Poaceae,Lolium perenne,Lolium perenne,"Roadside, farm fields, meadows and disturbed ground. All islands.",,,AS,complete
ogi,Poaceae,Melica harfordii,Melica harfordii,"Dry Fir-Arbutus forest Mayne, Saturna Galiano. Not found on Penders in dedicated search.",,,,remaining
ogi,Poaceae,Melica smithii,Melica smithii,Galiano Bodega ridge. Not relocated 2019. Crins above Montague Harbour 1986.,,,,remaining
ogi,Poaceae,Melica subulata,Melica subulata,"Shady to open coniferous forest, trails; All islands",,,,remaining
ogi,Poaceae,Panicum capillare,Panicum capillare,Flower beds and lawns under bird feeders Saturna. AS Bellhouse Park Galiano 2019.,,,,remaining
ogi,Poaceae,Panicum miliaceum ssp. ruderale,Panicum miliaceum ruderale,Saturna. Once in old garbage dump.,,,,remaining
ogi,Poaceae,Phalaris arundinacea,Phalaris arundinacea,"Wet meadows, ponds and lake margins. All islands.",,,,remaining
ogi,Poaceae,Phalaris canariensis,Phalaris canariensis,Disturbed ground. Saturna garbage dump. Mayne location? Galiano location?,,,,remaining
ogi,Poaceae,Phleum pratense,Phleum pratense,"Meadows, roadsides and farm fields. All islands.",,,,remaining
ogi,Poaceae,Phragmites australis ssp. australis,Phragmites australis australis,Galiano ER128 sphagnum bog. Original HJ coll det as communis now=> australis ssp a. ? ssp americanus AW 1975 on molecular evidence. Ligule of HJ coll membranous part of ligule ~1mm=americanus. Ssp undet for Galiano - recollect.,,,,remaining
ogi,Poaceae,Poa annua,Poa annua,Disturbed and waste ground throughout. All islands.,,,,remaining
ogi,Poaceae,Poa bulbosa,Poa bulbosa,"Roadsides, waste ground throughout. All islands. ssp. vivipara common",,,,remaining
ogi,Poaceae,Poa compressa,Poa compressa,Roadside and waste ground throughout. All islands.,,,,remaining
ogi,Poaceae,Poa confinis,Poa confinis,HJ Georgeson Island 1975.,,,,remaining
ogi,Poaceae,Poa howellii,Poa howellii,"Shady forest roadsides, logging roads. All islands.",,,,remaining
ogi,Poaceae,Poa infirma,Poa infirma,"FL Galiano Montague tidal mud; Sturdies Bay, crumbling blacktop margin 2014.",,,,remaining
ogi,Poaceae,Poa macrantha,Poa macrantha,"Anniversary island off Saturna RLT at UBC, A&OC and RTO N Pender 1983.",,,,remaining
ogi,Poaceae,Poa nemoralis,Poa nemoralis,HJ coll from Galiano at V location (DL 4?) 1984.,,,,remaining
ogi,Poaceae,Poa palustris,Poa palustris,HJ Saturna Scirpus-Carex fen 1996.,,,,remaining
ogi,Poaceae,Poa pratensis,Poa pratensis,"Lawn, roadside, fields, grassy bluffs. All islands",,,,remaining
ogi,Poaceae,Poa secunda ssp. secunda,Poa secunda secunda,"Grassy bluffs, seaside cliffs. All islands. Recheck vouchers at V",,,,remaining
ogi,Poaceae,Poa trivialis,Poa trivialis,Alder bottoms and moist shady sites. All islands.,,,,remaining
ogi,Poaceae,Polypogon monspeliensis,Polypogon monspeliensis,Marshy ground just above high tie line.Saturna and Galiano.,,,,remaining
ogi,Poaceae,Puccinellia distans,Puccinellia distans,TRA collection South Pender re-identified as P. nuttalliana,,,,remaining
ogi,Poaceae,Puccinellia nutkaensis,Puccinellia nutkaensis,"Salt marshes and mud flats Mayne, Galiano, N Pender.",,,,remaining
ogi,Poaceae,Puccinellia nuttalliana,Puccinellia nuttalliana,Salt marshes and mud flats. All islands.,,,,remaining
ogi,Poaceae,Puccinellia pumila,Puccinellia pumila,"Church Cove Saturna HJ. Whalers Bay, Montague, Galiano 11979 HJ. A&OC S Pender spit 1983, HJ Horton Bay Mayne 1975.",,,,remaining
ogi,Poaceae,Schedonorus arundinaceus,Lolium arundinaceum,"Farm fields, meadows and roadside, All islands.",,,,remaining
ogi,Poaceae,Schedonorus pratensis,Lolium pratense,Galiano location? Collector? HJ?,,,,remaining
